"Index" "Output" "Consumption" "Investment" "Market investment" "Home investment" "Hours" "Productivity" "Capital stock" "Capital stock: market" "Capital stock: home" "Solow residual" "Relative price of investment" "Tax rate: capital income" "Tax rate: labor income" "Return to business capital, pre-tax" "Return to business capital, pre-tax, no capital gain" "Return to business capital, after--tax" "Return to business capital, after-tax, no capital gain" "Return to all capital, pre-tax" "Return to all capital, pre-tax, no capital gain" "Return to all capital, after--tax" "Return to all capital, after-tax, no capital gain" "Return to housing capital, pre-tax" "Return to housing capital, pre-tax, no capital gain" "Return to housing capital, after--tax" "Return to housing capital, after-tax, no capital gain"
1995-01-01 48.253843307025 24.4502766345049 12.1047864633405 5.26720613656975 6.83758032677072 0.851987548134747 56.6367940619166 123.77016009701 55.0220266923731 68.7481334046368 53.7223403133082 1.3379126842607 0.396735122896066 0.287247502811257 10.8084599749246 11.085512026764 6.31415050004063 6.58273393204996 8.44236568633447 8.71497024863814 5.51162477477984 5.77868666985566 5.53351857832065 5.8006220209581 4.5132244026882 4.77838934693493
1995-04-01 48.1397325621272 24.5856157564085 12.0272058835841 5.26747338721638 6.75973249636774 0.851869346615408 56.5106993852905 124.280008928665 55.3542367036555 68.9257722250092 53.3518222015263 1.33362660782851 0.389419242130866 0.290257182019783 9.6741463184512 11.0539239415231 5.30736613123373 6.64579646984402 7.34670564255855 8.70449812674874 4.47949756668304 5.810041082012 4.48167031060949 5.81223454539874 3.44861891971737 4.76931965471008
1995-07-01 48.3859427964408 24.6395625781946 12.1564116721419 5.24423604471332 6.91217562742856 0.855754576046115 56.5418452332452 124.597857477347 55.6157835508153 68.9820739265313 53.3711639772825 1.33049113960732 0.378401237899467 0.288845782393883 10.4626026594591 11.4793973594559 6.03919152989556 7.02532786771146 7.95004654298999 8.94946544828068 5.05171248440384 6.03096127008194 4.85262714721111 5.83048537441901 3.82016310752096 4.79079919591205
1995-10-01 48.5899332356365 24.7153094516463 12.2706140380103 5.2875448726651 6.98306916534518 0.856335955723136 56.7416711991319 124.991538196946 55.8150628548216 69.1764753421243 53.5516765556244 1.32049305470627 0.374779592772479 0.289779074186996 8.19350972954338 11.4176404380708 3.90177234740148 7.0298512912859 5.76693472508247 8.9368775892972 2.93868110749809 6.0450692876427 2.76699161493574 5.86950764309948 1.73439562523696 4.81358878671561
1996-01-01 48.7221610900346 24.868800425019 12.3845755940159 5.33544470995597 7.04913088405994 0.856083813871536 56.9128399586187 125.53203219341 56.0723459799457 69.4596862134645 53.6787336687851 1.30788239796758 0.368870785034322 0.292848499347835 7.59185351853924 11.6844579185895 3.29155889471089 7.26142955698239 5.05842889270929 9.07888051231986 2.21837342817441 6.15741501931955 1.92761360395437 5.85828858924373 0.876922154392412 4.77731313811156
1996-04-01 49.2878823529371 25.0429687214243 12.5912274359609 5.38999468116781 7.20123275479314 0.862285674341503 57.1595746277201 125.696546192969 56.0983853593145 69.5981608336544 54.0846604331443 1.29141655046493 0.37273083670213 0.296046318813466 6.56013608672676 11.9407921109178 2.15766176888263 7.37174282259119 3.92264990468356 9.20372621455257 1.02434819696888 6.19525663501836 0.669905508623647 5.82728663320344 -0.389986775858797 4.72687136333549
1996-07-01 49.5303467340045 25.163024063412 12.7064426569627 5.52241546244918 7.18402719451354 0.866797555053614 57.1417702383124 126.026460796767 56.1598014537375 69.8666593430296 54.1807216528954 1.28473827623507 0.3707705475345 0.294254845591555 9.75056898906102 11.9854423413052 5.25657989194099 7.42263412196287 7.02789903654428 9.22116500291363 4.07545867544761 6.22330410108345 3.67949574369508 5.82122518841954 2.60570138196856 4.73081553307506
1996-10-01 49.7422049265864 25.2399261666806 12.7366665245413 5.58203106805642 7.15463545648485 0.871812393691303 57.0560883127334 126.424293022156 56.3373963637651 70.0868966583907 54.1788225387899 1.27133599822082 0.363737985472115 0.294919557312474 7.83463547364047 12.3185336796001 3.3687239979542 7.71332274774681 4.9861183532617 9.38133869600595 2.06149796392585 6.36503654247589 1.50034738107707 5.78621944099258 0.442644617932952 4.69515011042068
1997-01-01 49.9387948701752 25.3465990149001 12.8059936346341 5.59201342072019 7.2139802139139 0.874964384942365 57.0752315518131 126.611105851024 56.4579702081417 70.1531356428827 54.2542215817185 1.26285188029577 0.360854143276284 0.298382898121923 9.59616097667773 12.4835107119812 5.05403885335487 7.85145837102892 6.63752529734389 9.46640556373339 3.65837273341947 6.42796406348247 3.02760151823498 5.78458500653176 1.93515653438712 4.67025817876034
1997-04-01 50.5392230696994 25.4168625423633 12.8094990081568 5.65510801128212 7.15439099687473 0.87957555061084 57.4586492707776 126.99312750889 56.6137570562202 70.3793704526703 54.7942066717883 1.25664305144047 0.361654473483348 0.298515932825436 10.3987561333494 12.5321140622712 5.80482160380129 7.87140547903828 7.41056724228928 9.5005723135857 4.39737035683667 6.44335181319085 3.76423268149491 5.80092347939223 2.65935068579692 4.67979424981197
1997-07-01 51.0483923733358 25.7077134750082 13.218564102195 5.89250075823198 7.32606334396298 0.884618914931978 57.7066480398071 127.321487411605 56.8103342877509 70.5111531238539 55.2166799034916 1.25064214525954 0.358782994445963 0.299439510865699 10.9458750009004 13.0252278895319 6.20159471442838 8.21405065883041 7.7427840774317 9.77705241311937 4.64448205825894 6.63481935097565 3.84855481359014 5.82755413614828 2.72794795095792 4.69094716420138
1997-10-01 51.1816725062713 25.8446749555059 13.2445046734791 5.8306980996993 7.4138065737798 0.889115177033242 57.5647270773758 128.04600781289 57.2237022529765 70.8223055599132 55.0644450258499 1.24038082275208 0.353514046976505 0.300145257740331 9.37425772925813 12.9268033135181 4.78143945244236 8.2219498055651 6.25337061275542 9.72991892352097 3.23865586899075 6.64125632004464 2.46417714435556 5.84769302736878 1.34298768420595 4.69881084811372
1998-01-01 51.6456750025588 26.1044789683439 13.4220584198969 5.96974623647129 7.45231218342564 0.893412265466376 57.8072150997377 128.799162791967 57.5648936930966 71.2342690988706 55.3262508866817 1.23196850403877 0.371880972184898 0.300179544602372 9.48268368668053 12.4152409829277 4.83176561908498 7.67069233131132 6.58626086799317 9.46062884898682 3.52956328842773 6.34208861945325 3.05560369395366 5.85849906559965 1.92285810091235 4.70269293023882
1998-04-01 51.9075314543499 26.3486553039085 13.8365119960378 6.11211853565634 7.72439346038145 0.895771211049023 57.9473093286419 129.430261187477 57.910559029217 71.5197021582597 55.4446514145073 1.22187454986816 0.366945943020903 0.300933804433871 8.97615227682447 12.5140136661614 4.36771473368487 7.79321102204025 6.05817116639165 9.52502738683711 3.02180340366176 6.41424884327599 2.50312102352779 5.88280044755987 1.3622612703418 4.71380393287761
1998-07-01 52.4128124580638 26.5717416979678 13.9691293615539 6.09347087921232 7.87565848234156 0.895452657807309 58.5321982140372 130.428155862479 58.350376350985 72.0777795114937 56.1029058942551 1.211344582423 0.364827902539708 0.300810640998352 9.02311953242398 12.747804597905 4.35879221352984 7.96381229121139 5.99736742859205 9.64457644885115 2.93462334955743 6.50283905569384 2.32887476765109 5.8813974367105 1.18677746956473 4.70964809480019
1998-10-01 53.1605655674075 26.7511735338052 14.3670755528685 6.19849769801932 8.16857785484923 0.903188294222966 58.8587849371352 131.462583786545 58.7260057577509 72.736578028794 56.5832815253869 1.20344048976321 0.367396165165314 0.301468248300719 9.58829092186912 12.4106983554195 4.99080656980364 7.72421638814913 6.68722588517578 9.4535867857571 3.65566059393343 6.36304240288301 3.17889290975251 5.87695996674902 2.02181882648573 4.69723459679976
1999-01-01 53.392665921588 26.9246762179458 14.3587612879598 6.25289546755288 8.10586582040688 0.901917090430983 59.1990843593774 132.711232155872 59.1336054900753 73.5776266657962 56.878593193883 1.19695291673844 0.367329542875719 0.300883175163309 10.1429378024332 12.4796845015919 5.50458286366549 7.76732298631608 7.1883537490868 9.47805176751784 4.1408616027852 6.38168864819941 3.63312467479677 5.86577471209329 2.48021720226577 4.69426237022368
1999-04-01 53.4732561646356 27.1274940822417 14.618515096021 6.29376614140095 8.32474895462002 0.903536104259234 59.1822019203933 133.572427088837 59.4708442870529 74.1015828017839 56.7010835687598 1.1859462267637 0.369865221943866 0.301595218116123 8.22185645257936 12.1777506121721 3.71870329995136 7.5510419454986 5.41904319627098 9.2981909995578 2.45176598854138 6.24910083836456 2.05624144672765 5.84262615552631 0.913803519070155 4.66849936899094
1999-07-01 53.8141854137412 27.2992054876436 14.7377941330232 6.3446984831324 8.39309564989076 0.907006702118626 59.331629290103 134.60479826053 59.7995619737512 74.8052362867787 56.8674264337356 1.17331922267998 0.377999089655434 0.302503431812346 7.38532271618089 11.948964821009 2.89267974150476 7.31310752506922 4.67623141095048 9.15369979815837 1.71858793996384 6.10133023644492 1.43877010129885 5.8125147459182 0.298882775820108 4.63590884248242
1999-10-01 54.5152211512188 27.7438825996082 14.6334674943752 6.25419679111117 8.37927070326406 0.909765631864226 59.9222692546762 135.64774753572 60.1396542655964 75.5080932701233 57.620813264953 1.16638266377741 0.384351036849729 0.302688815951666 9.33652898451265 11.8870346755534 4.72982834031772 7.19953765169894 6.59499332051692 9.09752107581641 3.57277960562246 6.02205628183812 3.33175064457616 5.77676371801981 2.17902519095707 4.60361278662302
2000-01-01 53.7583088503292 27.6480651117031 14.8613651763038 6.34760311440284 8.51376206190095 0.901671188074825 59.6207459673959 134.986389046924 59.6885368394213 75.2978522075028 57.1134484769876 1.15834778772495 0.390333606202898 0.304697097554765 8.90125096948116 11.8685630545621 4.24490248625637 7.11685922562462 6.1570627158237 9.06830486585137 3.11009974748082 5.95865622181828 2.90082959526845 5.74506373973982 1.74709314100248 4.56745777094483
2000-04-01 54.6186491552309 27.9336561163047 14.8710427108668 6.53160700648936 8.33943570437745 0.901240093855128 60.6038829471015 135.93458742018 59.9149375556463 76.0196498645338 58.3754576877058 1.15445685293745 0.390994634956833 0.304849508920175 10.3576477971798 11.8114695817655 5.66797446878673 7.07528576469347 7.59368109551655 9.02015225043042 4.52709111877079 5.92300988917387 4.33061429449895 5.72456796447616 3.16385614469616 4.54612105802594
2000-07-01 54.3344569186197 28.0613307545692 14.8276665597742 6.54408049914493 8.28358606062924 0.900292130328326 60.3520291783564 136.743098588641 60.2927059070098 76.4503926816314 57.9066675750828 1.14897886247526 0.381171627355344 0.303817726543505 9.54391876792933 11.5904344875864 5.07610388628648 7.05983792227394 6.88458845293474 8.89381451902065 3.94480107216448 5.91253249203896 3.75231064248758 5.71731488322664 2.59701498333715 4.54562433320507
2000-10-01 54.281086566056 28.1470990720331 14.7240027657213 6.46924550339248 8.25475726232881 0.896716150471139 60.5331871602139 137.449285864878 60.6468283243398 76.8024575405386 57.8917745075647 1.14121799007192 0.396898838977283 0.303775165192554 8.16148345015863 11.0556620456811 3.75781464174654 6.56345165847239 5.76694343929101 8.61309161126795 2.86066891568033 5.64815266362604 2.94324828288728 5.73240464095621 1.79065099764146 4.55643129955028
2001-01-01 53.7400919365699 28.0563447672052 14.5654685782092 6.28348554602194 8.28198303218726 0.891980887525047 60.2480307461307 138.058112347802 60.923438913241 77.1346734345606 57.2084734895474 1.12753624239945 0.369537981025968 0.307216136318148 5.94575894119203 11.0430093243373 1.90918299113636 6.86092768896904 3.59462272167475 8.60729622794496 0.887233244981367 5.80191029405639 0.819919014742831 5.7321511502602 -0.331254799441094 4.53910145126992
2001-04-01 53.9222127206076 28.0721441293515 14.3005774256679 6.05711514028029 8.24346228538764 0.881562913783923 61.1666074848338 139.049099311887 61.440272202271 77.6088271096156 58.0620172187644 1.1202467720024 0.358944587758256 0.307942226736739 8.34700328809654 11.1194545143962 4.33152392346807 7.02679230347394 5.92452592961132 8.65050181857359 3.21860224573207 5.89234739003188 3.07378315322722 5.74472330112126 1.89597144463478 4.54406160721692
2001-07-01 53.5744351855654 28.0032807873696 14.2298314127539 5.9375532499488 8.29227816280509 0.871165853016951 61.4974002941355 139.662026736226 61.6610383961116 78.0009883401147 58.0022537663546 1.11552464479103 0.335093294157785 0.281020586968198 9.00231596479943 10.8121855863453 5.33204103683904 7.09610352979524 6.7078322095792 8.489111591623 4.26019807799067 6.01080820164785 4.01008559661824 5.75755164991036 2.98840865674244 4.72301181254415
2001-10-01 53.6350236564123 28.0672001187792 14.3594320292148 5.69720908359882 8.662222945616 0.85936128698898 62.4126598073065 140.203798207291 61.7599234141719 78.4438747931191 58.8025099763474 1.11243857011203 0.346690271710077 0.298693823834985 8.90454156592682 10.0890428094609 5.35326291165474 6.50871434719986 6.91443870484978 8.08269047295034 4.48369120160446 5.63199227720794 4.58640373692958 5.7355501773465 3.45792152505184 4.597768637399
2002-01-01 54.0122279063123 28.1584179237481 14.0851647539938 5.50201748202881 8.58314727196494 0.853598198131669 63.2759394578534 140.984819580483 61.6825367871381 79.3022827933449 59.7400887451549 1.107721159237 0.310214630304937 0.276984081378124 9.11641991083276 10.9386667454276 5.67487540373659 7.4539336173469 6.709402700196 8.50148002315405 4.42066483046382 6.18389630851963 3.9327404402256 5.6898019835 2.96150710890284 4.70626544752191
2002-04-01 53.8417593644254 28.2314074394202 13.9010652202402 5.30151489552396 8.59955032471619 0.852213974288341 63.1786863262682 142.023521677171 62.0259896029396 79.9975320742315 59.5968510062759 1.0954911169204 0.310200412138149 0.273457282835752 6.23239431310443 10.9294772801315 2.86241748632943 7.44790240210864 3.82387121483987 8.44128799068682 1.6064386019214 6.15009596484479 1.07659831918512 5.60257140731699 0.161332910041168 4.65670221874528
2002-07-01 53.8354388307445 28.2614961949956 13.8512802707566 5.179174362109 8.67210590864763 0.847266612913343 63.540139562009 142.710786410322 62.1176026208833 80.5931837894385 59.8041447010003 1.08834762638437 0.316430452131727 0.273853965584544 7.97706002236211 10.766552487309 4.54714481330603 7.2701246843192 5.55842447098149 8.30107129322579 3.31234106438354 6.01124193662437 2.81031371793963 5.49940424931654 1.89699228566977 4.56820421234987
2002-10-01 53.5929433187356 28.4102863333171 13.6506177497325 5.06413395130252 8.58648379842999 0.844277785149833 63.4778555842547 143.30763033903 62.0931552865467 81.214475052483 59.5903239893925 1.08215703102272 0.315594087319822 0.272383382751704 8.72462029197483 11.1674757278454 5.16425607893631 7.54703231409213 6.06426753393672 8.46227862532951 3.76440157851174 6.12341657184881 3.06712591887812 5.41427526438016 2.17273758197452 4.50463738785383
2003-01-01 53.2711317689224 28.351600901672 13.4710100059721 4.95623341978672 8.51477658618538 0.833231363807078 63.9331812061464 143.083226123114 61.7206076051709 81.3626185179429 59.9762433810879 1.0683216937305 0.324869211967196 0.269749135947361 5.85023245128513 11.2887520871665 2.22278065131838 7.52178586388745 3.13955691726895 8.47393872217495 0.835252087556504 6.0805620516527 0.113397889108047 5.33069929191234 -0.729177690634597 4.45536629330172
2003-04-01 53.6468986811318 28.4199200779235 13.77248244926 5.06753832100493 8.70494412825505 0.828535063005608 64.7490988329708 143.139354362662 61.4402918698703 81.6990624927915 60.9790778662855 1.06487657181995 0.316357500289375 0.267468072727168 10.0682641510982 11.4609705541961 6.37645808351202 7.73403575783489 7.14428200679305 8.50919063155062 4.81362338482723 6.15623842497213 3.91284762050321 5.24681320181484 3.06956791041122 4.39541906627159
2003-07-01 54.314323113748 28.7068447042253 14.1085957822261 5.11267980107998 8.99591598114613 0.825636758168833 65.7847686362837 143.524145417451 61.2972876940456 82.2268577234058 62.4233312500033 1.05752763414527 0.319705056252629 0.257183380960501 8.7353310690907 11.7046947169869 4.96459458539182 7.85664909491564 5.65564748823895 8.56192187478424 3.3341171627614 6.19252732870885 2.3043373820409 5.1414295756588 1.54124496488974 4.36250516204804
2003-10-01 54.7151597720704 28.8102994940554 14.2536439541217 5.15856182373566 9.09508213038606 0.826059832610257 66.2363155937222 144.228812092911 61.2186655492404 83.0101465436705 63.121227675106 1.05349913260099 0.333987394820399 0.264719438326148 10.0974807384084 11.7443786963315 6.11076097596912 7.71280945528117 6.94403574601561 8.55549279777188 4.49640139726706 6.08016904220836 3.54716409255953 5.12014961187535 2.73839119969477 4.30217050862909
2004-01-01 55.0087583488137 29.0834370727527 14.2602558312743 5.04339469364414 9.21686113763015 0.830654446023494 66.2233960368857 145.472778705992 61.3865079212765 84.0862707847157 63.2071803430643 1.04757886341823 0.323217523959015 0.263657395290286 9.73784659882431 12.1678659653968 5.75625602811791 8.12002555613263 6.33481007443024 8.70824461305739 3.91664512158294 6.24959427803082 2.71555962702394 5.02831211605381 1.93850214858562 4.23815652492039
2004-04-01 55.2906883484536 29.1688231946818 14.5367223217429 5.18034422928333 9.35637809245959 0.830215870358189 66.597966050202 147.175191720899 61.909407616239 85.2657841046603 63.6978467404815 1.0455139875252 0.328609360532691 0.263099740276527 11.517050544042 12.3751201246932 7.35475754817079 8.18871608231719 7.92398940510992 8.76125898515077 5.42569952810104 6.2484044276824 4.14655754210431 4.96177181858966 3.37426450059539 4.184945096781
2004-07-01 55.5293533445476 29.3222726113979 14.7243682246551 5.30281230019698 9.42155592445807 0.831388590844063 66.7910937870482 149.019299573519 62.5452051089377 86.4740944645809 63.7769688006163 1.04174168741553 0.338279286262361 0.266211801097226 10.8201144291556 12.3871920392386 6.55339583793624 8.07508032964066 7.18261014295658 8.71101704095061 4.63859569625444 6.13976119852622 3.38638040722186 4.8740762440735 2.61629027280597 4.09568218678189
2004-10-01 55.6986042035752 29.5062849454132 14.9073038439895 5.39917456221816 9.50812928177132 0.832361931752355 66.9163281966944 150.946356229806 63.2758771436917 87.6704790861141 63.7000166215532 1.03900559387471 0.341424739368517 0.268012448797243 11.1833356994327 12.3252316771387 6.88727493594248 7.99595888762672 7.50394429487702 8.61741588109972 4.95374480111956 6.04737225865015 3.69344876207784 4.77722481683742 2.92716378564821 4.00493532754194
2005-01-01 56.3137491277597 29.597270746531 15.0849671620871 5.4710091402049 9.61395802188223 0.831495125267733 67.7258920906208 153.045796546055 64.105990515013 88.9398060310422 64.4378042428533 1.04259726126424 0.368283276227477 0.278220000273919 14.4960677530293 12.9732302876371 9.52995508539702 8.05701179836249 10.3853241086588 8.9037474569178 7.48094112035362 6.0287475290848 6.16118213223362 4.72240547202034 5.34628785444919 3.91581631363687
2005-04-01 56.3518628698799 29.7214049737126 15.3376578014432 5.53525044013048 9.80240736131272 0.834442603046873 67.5323415464616 154.933153918241 64.7953499491833 90.1378039690579 63.9091427998025 1.04249573428849 0.358405695171297 0.279310594513531 12.9470020946229 12.9896838651816 8.15563692969123 8.1969534688086 8.81933515248701 8.86084169156791 6.016857775012 6.05756003965168 4.59705408622733 4.63734686121116 3.79958393525384 3.83964610053691
2005-07-01 56.3698605071121 29.834981232812 15.4192576642634 5.60298441145659 9.81627325280679 0.836834411210908 67.360829994484 156.906835328999 65.5034641185437 91.4033712104552 63.4717719244384 1.0343354404836 0.359474728623188 0.279123429976169 9.56656371514142 12.9583692044177 4.88064345433319 8.16347505783963 5.47842843731048 8.77522911650255 2.75474204390058 5.98773182679051 1.33112059723219 4.53058832480506 0.568639600905074 3.75010441771984
2005-10-01 56.3489835415158 29.9572199797989 15.2416787073219 5.63835158070662 9.60332712661523 0.839402982446874 67.1298347990825 158.834919973358 66.2524656864759 92.582454286882 62.9467426356499 1.03481187115427 0.360591503662886 0.279927352415639 13.7688081107282 13.5659813982158 8.7206292069631 8.52459204911482 9.2179099477862 9.02120052648629 6.31713744101894 6.1243604315969 4.63290297758798 4.44242147578136 3.8609073939712 3.67148115563734
2006-01-01 57.1004330146349 30.1419283554776 15.6460066473117 5.89929838718975 9.74670826012193 0.84279904169673 67.7509467733611 160.645455449217 67.0712258404448 93.5742296087717 63.5558883214701 1.03590619477991 0.359585645579906 0.283295388343528 14.2441605191554 13.7774436834189 9.12020615769602 8.66928651627033 9.54114894205271 9.08892465052595 6.60503088253617 6.16193307293076 4.82427977986841 4.38674771955714 4.04583627794957 3.6107446516388
2006-04-01 56.969168828756 30.2221912799563 15.357747959683 5.93468971907113 9.42305824061191 0.843767237026812 67.5176355857318 162.163766919008 67.708223367894 94.4555435511141 62.9464115701844 1.03209389847945 0.364227642000878 0.285172572648494 12.0101637762227 13.6215474883114 6.95216385579234 8.50875708610279 7.40443877799368 8.96595731441374 4.51266204265148 6.0425980559613 2.81047290435421 4.32171607369805 2.04380755516032 3.54660615308686
2006-07-01 56.6650410625505 30.2396153099493 15.1105228702684 5.95711786756225 9.15340500270611 0.844696501376729 67.083314504316 163.240543269634 68.3139363311186 94.9266069385152 62.145320874528 1.02979331719387 0.365853117591173 0.285121016228842 12.7149838333031 13.6935126789892 7.5854386414042 8.53041080152805 8.02947224454142 8.97736480945532 5.10497447623428 6.03357661946802 3.36227090538019 4.27931404230268 2.59767051976099 3.50962683062854
2006-10-01 57.2451143012843 30.4737465716014 15.0453150211444 6.02377778797119 9.02153723317318 0.844046873368828 67.8221981592124 164.026337508032 68.9091384008762 95.1171991071562 62.8641980141372 1.04005361228751 0.365219960544929 0.28678505011168 17.4453770212774 13.0133036780184 12.4099369045711 8.12183859628928 12.9589976340982 8.6551239768635 10.0527596998974 5.83260501703862 8.46536904396209 4.29117250267717 7.65936814865358 3.50857060955401
2007-01-01 57.0082726537091 30.4821773158154 14.8613102623104 6.09014003750634 8.77117022480407 0.842612033189029 67.6566087454867 164.567736804719 69.4789990123412 95.0887377923775 62.3850846647935 1.03520655744903 0.390440035335036 0.291912549870686 10.1456461978902 12.1636411595811 5.33790922609905 7.28962387546019 6.26455065242799 8.22909826796834 3.47160107447548 5.39738292972403 2.35220375164398 4.26237499390583 1.56405804472082 3.46321243574248
2007-04-01 57.086760737767 30.474927963103 14.7589700358876 6.18843158539904 8.57053845048857 0.843923069612324 67.6445078862355 164.487723444093 69.5948530972146 94.8928703468782 62.1513504685648 1.02858114319408 0.380969082034288 0.293996249444 9.39564555849979 12.1598529802155 4.72812057809717 7.40366841409499 5.55058476983641 8.24182630508226 2.81707921758276 5.45604150055741 1.64292683695397 4.25932599708141 0.848715717126658 3.44981572726519
